gene_symbol,Nucks1
analysis_id,4su5w20i8zo3i89
gene_accession_id,MGI:1934811
parameter_name,Total food intake
pvalue,0.9775694
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_CAL_008_001
