parameter_id,IMPC_CBC_005_001
pvalue,0.4947229
gene_symbol,Wars2
analysis_id,83426lu337u93xy
mouse_strain,C57BL
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
parameter_name,Creatinine
