gene_symbol,Wars2
mouse_life_stage,E12.5
pvalue,0.7679127
gene_accession_id,MGI:1917810
parameter_id,IMPC_FEA_107_001
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
analysis_id,e0lo6re4t24j23d
mouse_strain,C57BL
