gene_symbol,Sprr1b
mouse_strain,C57BL
gene_accession_id,MGI:106659
parameter_name,Limb coat/hair presence
analysis_id,k8mk4u85s7p857v
mouse_life_stage,Early adult
parameter_id,MGP_CSD_030_001
pvalue,0.5884275
