gene_symbol,Bach2
analysis_id,qoe6u8zcsyb35sa
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8901344
parameter_name,Shape of vertebrae
parameter_id,IMPC_XRY_018_001
